deck_A_loss,deck_B_loss,deck_C_loss,deck_D_loss,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,defining_variables.started,defining_variables.stopped,Instructions.started,key_instruct.started,Instructions.stopped,key_instruct.keys,key_instruct.rt,key_instruct.duration,time_instructions.started,key_instruct_3.started,time_instructions.stopped,key_instruct_3.keys,key_instruct_3.rt,key_instruct_3.duration,countdown.started,text_countdown.started,countdown.stopped,Task.started,current_total.started,deck_A.started,deck_B.started,deck_C.started,deck_D.started,deck_A_label.started,deck_B_label.started,deck_C_label.started,deck_D_label.started,mouse.started,Task.stopped,condition,reward,loss,total,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,gamble_result.started,text.started,gamble_result.stopped,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart
250,1250,50,250,6,0,6,0,0,5,5,0,258.4633657,,,,,,,,,,,,,,,,,,,258.4424911,258.4633657,258.4633657,258.4633657,258.4633657,258.4633657,258.4633657,258.4633657,258.4633657,258.4633657,0.015153583,258.7695089,sufficient_time,100,1250,750,[-0.19555555555555557],[0.09555555555555556],[1],[0],[0],[0.3055432920000385],['deck_B'],258.7700028,258.7787721,261.7639608,261.7819421,swara,1,2024-04-09_08h26.10.966,IOWA_Gambling_Task_incase,2023.2.2,None,2024-04-09 08h26.22.322222 +0530
0,0,0,0,6,0,6,0,0,6,6,5,261.7819421,,,,,,,,,,,,,,,,,,,261.7643239,261.7819421,261.7819421,261.7819421,261.7819421,261.7819421,261.7819421,261.7819421,261.7819421,261.7819421,0.012107958,262.327159,sufficient_time,100,0,850,[-0.20555555555555555],[0.07444444444444444],[1],[0],[0],[0.5446882920000462],['deck_B'],262.3276786,262.3410061,265.3254359,265.3471744,swara,1,2024-04-09_08h26.10.966,IOWA_Gambling_Task_incase,2023.2.2,None,2024-04-09 08h26.22.322222 +0530
250,0,50,0,6,0,6,0,0,7,7,1,265.3471744,,,,,,,,,,,,,,,,,,,265.3258833,265.3471744,265.3471744,265.3471744,265.3471744,265.3471744,265.3471744,265.3471744,265.3471744,265.3471744,0.002822416,265.620629,sufficient_time,100,0,950,[-0.20555555555555555],[0.07444444444444444],[1],[0],[0],[0.2894845000000714],['deck_B'],265.6211243,265.6278941,268.6154407,268.6349073,swara,1,2024-04-09_08h26.10.966,IOWA_Gambling_Task_incase,2023.2.2,None,2024-04-09 08h26.22.322222 +0530
250,0,50,0,6,0,6,0,0,8,8,2,268.6349073,,,,,,,,,,,,,,,,,,,268.6158428,268.6349073,268.6349073,268.6349073,268.6349073,268.6349073,268.6349073,268.6349073,268.6349073,268.6349073,-0.000911042,268.8867996,sufficient_time,100,0,1050,[-0.20555555555555555],[0.07444444444444444],[1],[0],[0],[0.26595454199969026],['deck_B'],268.8873042,268.9082584,271.8917709,,swara,1,2024-04-09_08h26.10.966,IOWA_Gambling_Task_incase,2023.2.2,None,2024-04-09 08h26.22.322222 +0530
250,0,50,0,6,0,6,0,0,9,9,4,271.9124253,,,,,,,,,,,,,,,,,,,271.8921652,271.9124253,271.9124253,271.9124253,271.9124253,271.9124253,271.9124253,271.9124253,271.9124253,271.9124253,0.009419875,272.2322571,sufficient_time,100,0,1150,[-0.20555555555555555],[0.07444444444444444],[1],[0],[0],[0.3347861249999369],['deck_B'],272.2327645,272.2411832,275.2256999,275.2544681,swara,1,2024-04-09_08h26.10.966,IOWA_Gambling_Task_incase,2023.2.2,None,2024-04-09 08h26.22.322222 +0530
,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,swara,1,2024-04-09_08h26.10.966,IOWA_Gambling_Task_incase,2023.2.2,None,2024-04-09 08h26.22.322222 +0530
0,0,0,0,7,0,7,0,0,0,0,7,275.2544681,,,,,,,,,,,,,,,,,,,275.236153,275.2544681,275.2544681,275.2544681,275.2544681,275.2544681,275.2544681,275.2544681,275.2544681,275.2544681,0.006974542,275.5313557,sufficient_time,50,0,1200,[0.20222222222222222],[0.051111111111111114],[1],[0],[0],[0.2910232089998317],['deck_C'],275.5322583,275.5407022,278.5258153,278.5461651,swara,1,2024-04-09_08h26.10.966,IOWA_Gambling_Task_incase,2023.2.2,None,2024-04-09 08h26.22.322222 +0530
0,0,0,0,7,0,7,0,0,1,1,5,278.5461651,,,,,,,,,,,,,,,,,,,278.5262738,278.5461651,278.5461651,278.5461651,278.5461651,278.5461651,278.5461651,278.5461651,278.5461651,278.5461651,0.014080125,278.8867439,sufficient_time,100,0,1300,[-0.21444444444444444],[0.06333333333333334],[1],[0],[0],[0.3400154579999253],['deck_B'],278.8872578,278.895796,281.8819324,281.9019346,swara,1,2024-04-09_08h26.10.966,IOWA_Gambling_Task_incase,2023.2.2,None,2024-04-09 08h26.22.322222 +0530
0,0,0,0,7,0,7,0,0,2,2,6,281.9019346,,,,,,,,,,,,,,,,,,,281.882342,281.9019346,281.9019346,281.9019346,281.9019346,281.9019346,281.9019346,281.9019346,281.9019346,281.9019346,-0.000411625,282.1828684,sufficient_time,100,0,1400,[-0.21222222222222223],[0.06222222222222222],[1],[0],[0],[0.29525133300012385],['deck_B'],282.1833894,282.191303,285.1754852,285.1960584,swara,1,2024-04-09_08h26.10.966,IOWA_Gambling_Task_incase,2023.2.2,None,2024-04-09 08h26.22.322222 +0530
250,0,50,0,7,0,7,0,0,3,3,3,285.1960584,,,,,,,,,,,,,,,,,,,285.1759032,285.1960584,285.1960584,285.1960584,285.1960584,285.1960584,285.1960584,285.1960584,285.1960584,285.1960584,0.012841041,285.4536597,sufficient_time,100,0,1500,[-0.21222222222222223],[0.06222222222222222],[1],[0],[0],[0.2570489169997927],['deck_B'],285.4541775,285.4748657,288.4587381,,swara,1,2024-04-09_08h26.10.966,IOWA_Gambling_Task_incase,2023.2.2,None,2024-04-09 08h26.22.322222 +0530
250,0,50,0,7,0,7,0,0,4,4,1,288.4801759,,,,,,,,,,,,,,,,,,,288.4591806,288.4801759,288.4801759,288.4801759,288.4801759,288.4801759,288.4801759,288.4801759,288.4801759,288.4801759,0.0095915,288.7825545,sufficient_time,100,0,1600,[-0.21222222222222223],[0.06222222222222222],[1],[0],[0],[0.31810258399991653],['deck_B'],288.7830505,288.7917843,291.7761547,291.7969228,swara,1,2024-04-09_08h26.10.966,IOWA_Gambling_Task_incase,2023.2.2,None,2024-04-09 08h26.22.322222 +0530
250,0,50,0,7,0,7,0,0,5,5,2,291.7969228,,,,,,,,,,,,,,,,,,,291.776567,291.7969228,291.7969228,291.7969228,291.7969228,291.7969228,291.7969228,291.7969228,291.7969228,291.7969228,0.014045667,292.115224,sufficient_time,100,0,1700,[-0.20777777777777778],[0.052222222222222225],[1],[0],[0],[0.31776099999979124],['deck_B'],292.1157561,292.1249285,295.1093102,295.1270401,swara,1,2024-04-09_08h26.10.966,IOWA_Gambling_Task_incase,2023.2.2,None,2024-04-09 08h26.22.322222 +0530
0,0,0,0,7,0,7,0,0,6,6,9,295.1270401,,,,,,,,,,,,,,,,,,,295.1096246,295.1270401,295.1270401,295.1270401,295.1270401,295.1270401,295.1270401,295.1270401,295.1270401,295.1270401,0.011441083,295.432202,sufficient_time,50,0,1750,[0.14],[0.10444444444444445],[1],[0],[0],[0.30461412500017104],['deck_C'],295.4327572,295.4415847,298.4261321,298.4453436,swara,1,2024-04-09_08h26.10.966,IOWA_Gambling_Task_incase,2023.2.2,None,2024-04-09 08h26.22.322222 +0530
250,1250,50,250,7,0,7,0,0,7,7,0,298.4453436,,,,,,,,,,,,,,,,,,,298.4265497,298.4453436,298.4453436,298.4453436,298.4453436,298.4453436,298.4453436,298.4453436,298.4453436,298.4453436,0.012744834,298.748553,sufficient_time,100,1250,600,[-0.1322222222222222],[0.06111111111111111],[1],[0],[0],[0.302655749999758],['deck_B'],298.7491082,298.7578618,301.742309,301.762041,swara,1,2024-04-09_08h26.10.966,IOWA_Gambling_Task_incase,2023.2.2,None,2024-04-09 08h26.22.322222 +0530
0,0,0,0,7,0,7,0,0,8,8,8,301.762041,,,,,,,,,,,,,,,,,,,301.7427444,301.762041,301.762041,301.762041,301.762041,301.762041,301.762041,301.762041,301.762041,301.762041,0.013090583,302.4878512,sufficient_time,100,0,700,[-0.15],[0.06111111111111111],[1],[0],[0],[0.7252717920000578],['deck_B'],302.4883442,302.4959103,305.4822921,305.5007356,swara,1,2024-04-09_08h26.10.966,IOWA_Gambling_Task_incase,2023.2.2,None,2024-04-09 08h26.22.322222 +0530
250,0,50,0,7,0,7,0,0,9,9,4,305.5007356,,,,,,,,,,,,,,,,,,,305.4827115,305.5007356,305.5007356,305.5007356,305.5007356,305.5007356,305.5007356,305.5007356,305.5007356,305.5007356,0.012568375,309.0493427,sufficient_time,50,0,750,[0.5388888888888889],[0.14888888888888888],[1],[0],[0],[3.5479792079995605],['deck_D'],309.0498763,309.0584837,312.0431182,312.0725103,swara,1,2024-04-09_08h26.10.966,IOWA_Gambling_Task_incase,2023.2.2,None,2024-04-09 08h26.22.322222 +0530
,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,swara,1,2024-04-09_08h26.10.966,IOWA_Gambling_Task_incase,2023.2.2,None,2024-04-09 08h26.22.322222 +0530
250,0,50,0,8,0,8,0,0,0,0,2,312.0725103,,,,,,,,,,,,,,,,,,,312.0543848,312.0725103,312.0725103,312.0725103,312.0725103,312.0725103,312.0725103,312.0725103,312.0725103,312.0725103,0.008172917,312.3713718,sufficient_time,50,0,800,[0.54],[0.14777777777777779],[1],[0],[0],[0.31269491600005495],['deck_D'],312.3721932,312.379031,315.3660598,315.3846877,swara,1,2024-04-09_08h26.10.966,IOWA_Gambling_Task_incase,2023.2.2,None,2024-04-09 08h26.22.322222 +0530
250,0,50,0,8,0,8,0,0,1,1,3,315.3846877,,,,,,,,,,,,,,,,,,,315.3664749,315.3846877,315.3846877,315.3846877,315.3846877,315.3846877,315.3846877,315.3846877,315.3846877,315.3846877,0.012672708,315.8045772,sufficient_time,50,0,850,[0.5411111111111111],[0.14666666666666667],[1],[0],[0],[0.4193288750002466],['deck_D'],315.8050978,315.8120429,318.7991261,318.8184572,swara,1,2024-04-09_08h26.10.966,IOWA_Gambling_Task_incase,2023.2.2,None,2024-04-09 08h26.22.322222 +0530
0,0,0,0,8,0,8,0,0,2,2,7,318.8184572,,,,,,,,,,,,,,,,,,,318.7995275,318.8184572,318.8184572,318.8184572,318.8184572,318.8184572,318.8184572,318.8184572,318.8184572,318.8184572,0.013527083,319.2324488,sufficient_time,50,0,900,[0.54],[0.14777777777777779],[1],[0],[0],[0.41338233299984495],['deck_D'],319.2329494,319.2422961,322.2261119,322.2460102,swara,1,2024-04-09_08h26.10.966,IOWA_Gambling_Task_incase,2023.2.2,None,2024-04-09 08h26.22.322222 +0530
250,0,50,0,8,0,8,0,0,3,3,1,322.2460102,,,,,,,,,,,,,,,,,,,322.2265348,322.2460102,322.2460102,322.2460102,322.2460102,322.2460102,322.2460102,322.2460102,322.2460102,322.2460102,0.013218916,322.5837098,sufficient_time,50,0,950,[0.5411111111111111],[0.14666666666666667],[1],[0],[0],[0.3371441250001226],['deck_D'],322.5842072,322.5921469,325.5767857,325.5960315,swara,1,2024-04-09_08h26.10.966,IOWA_Gambling_Task_incase,2023.2.2,None,2024-04-09 08h26.22.322222 +0530
250,1250,50,250,8,0,8,0,0,4,4,0,325.5960315,,,,,,,,,,,,,,,,,,,325.5772017,325.5960315,325.5960315,325.5960315,325.5960315,325.5960315,325.5960315,325.5960315,325.5960315,325.5960315,0.011997916,325.9170863,sufficient_time,50,250,750,[0.5411111111111111],[0.14555555555555555],[1],[0],[0],[0.3203918750000412],['deck_D'],325.9176207,325.9257665,328.9101103,328.9304128,swara,1,2024-04-09_08h26.10.966,IOWA_Gambling_Task_incase,2023.2.2,None,2024-04-09 08h26.22.322222 +0530
0,0,0,0,8,0,8,0,0,5,5,6,328.9304128,,,,,,,,,,,,,,,,,,,328.9105369,328.9304128,328.9304128,328.9304128,328.9304128,328.9304128,328.9304128,328.9304128,328.9304128,328.9304128,0.01297675,329.5495139,sufficient_time,50,0,800,[0.2833333333333333],[0.10222222222222223],[1],[0],[0],[0.6184745000000476],['deck_C'],329.5500398,329.5589349,332.5446715,332.5653582,swara,1,2024-04-09_08h26.10.966,IOWA_Gambling_Task_incase,2023.2.2,None,2024-04-09 08h26.22.322222 +0530
0,0,0,0,8,0,8,0,0,6,6,9,332.5653582,,,,,,,,,,,,,,,,,,,332.5450781,332.5653582,332.5653582,332.5653582,332.5653582,332.5653582,332.5653582,332.5653582,332.5653582,332.5653582,-0.000128625,333.3386188,sufficient_time,50,0,850,[0.2833333333333333],[0.10222222222222223],[1],[0],[0],[0.7879881250000835],['deck_C'],333.3391181,333.346441,336.3325054,336.3509113,swara,1,2024-04-09_08h26.10.966,IOWA_Gambling_Task_incase,2023.2.2,None,2024-04-09 08h26.22.322222 +0530
0,0,0,0,8,0,8,0,0,7,7,5,336.3509113,,,,,,,,,,,,,,,,,,,336.3329181,336.3509113,336.3509113,336.3509113,336.3509113,336.3509113,336.3509113,336.3509113,336.3509113,336.3509113,0.011965458,336.849357,sufficient_time,50,0,900,[0.27444444444444444],[0.10333333333333333],[1],[0],[0],[0.4978482920000715],['deck_C'],336.8498939,336.8593434,339.8447011,339.865479,swara,1,2024-04-09_08h26.10.966,IOWA_Gambling_Task_incase,2023.2.2,None,2024-04-09 08h26.22.322222 +0530
0,0,0,0,8,0,8,0,0,8,8,8,339.865479,,,,,,,,,,,,,,,,,,,339.8451008,339.865479,339.865479,339.865479,339.865479,339.865479,339.865479,339.865479,339.865479,339.865479,-0.00026475,340.5716171,sufficient_time,50,0,950,[0.2511111111111111],[0.10555555555555556],[1],[0],[0],[0.721334874999684],['deck_C'],340.5721323,340.5931792,343.5779375,,swara,1,2024-04-09_08h26.10.966,IOWA_Gambling_Task_incase,2023.2.2,None,2024-04-09 08h26.22.322222 +0530
250,0,50,0,8,0,8,0,0,9,9,4,343.5985754,,,,,,,,,,,,,,,,,,,343.5783335,343.5985754,343.5985754,343.5985754,343.5985754,343.5985754,343.5985754,343.5985754,343.5985754,343.5985754,0.010724167,344.0500107,sufficient_time,50,50,950,[0.2511111111111111],[0.10555555555555556],[1],[0],[0],[0.46638908300019466],['deck_C'],344.0505218,344.0591965,347.043419,347.0697323,swara,1,2024-04-09_08h26.10.966,IOWA_Gambling_Task_incase,2023.2.2,None,2024-04-09 08h26.22.322222 +0530
,,,,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,swara,1,2024-04-09_08h26.10.966,IOWA_Gambling_Task_incase,2023.2.2,None,2024-04-09 08h26.22.322222 +0530
0,0,0,0,9,0,9,0,0,0,0,6,347.0697323,,,,,,,,,,,,,,,,,,,347.0546156,347.0697323,347.0697323,347.0697323,347.0697323,347.0697323,347.0697323,347.0697323,347.0697323,347.0697323,0.004162792,347.7111511,sufficient_time,50,0,1000,[0.2511111111111111],[0.10555555555555556],[1],[0],[0],[0.6557653750001009],['deck_C'],347.7120215,347.7205538,350.7102673,350.7318113,swara,1,2024-04-09_08h26.10.966,IOWA_Gambling_Task_incase,2023.2.2,None,2024-04-09 08h26.22.322222 +0530
250,0,50,0,9,0,9,0,0,1,1,3,350.7318113,,,,,,,,,,,,,,,,,,,350.7106814,350.7318113,350.7318113,350.7318113,350.7318113,350.7318113,350.7318113,350.7318113,350.7318113,350.7318113,0.003268583,351.8779408,sufficient_time,50,50,1000,[0.2511111111111111],[0.10555555555555556],[1],[0],[0],[1.1619127500002833],['deck_C'],351.8784498,351.8863321,354.8771022,354.8936404,swara,1,2024-04-09_08h26.10.966,IOWA_Gambling_Task_incase,2023.2.2,None,2024-04-09 08h26.22.322222 +0530
0,0,0,0,9,0,9,0,0,2,2,5,354.8936404,,,,,,,,,,,,,,,,,,,354.8775188,354.8936404,354.8936404,354.8936404,354.8936404,354.8936404,354.8936404,354.8936404,354.8936404,354.8936404,-0.00086275,358.629306,sufficient_time,100,0,1100,[-0.16666666666666666],[0.06888888888888889],[1],[0],[0],[3.750955334000082],['deck_B'],358.6298386,358.6431708,361.6276043,361.6477915,swara,1,2024-04-09_08h26.10.966,IOWA_Gambling_Task_incase,2023.2.2,None,2024-04-09 08h26.22.322222 +0530
250,0,50,0,9,0,9,0,0,3,3,4,361.6477915,,,,,,,,,,,,,,,,,,,361.6280418,361.6477915,361.6477915,361.6477915,361.6477915,361.6477915,361.6477915,361.6477915,361.6477915,361.6477915,0.002702125,362.1333779,sufficient_time,100,0,1200,[-0.16666666666666666],[0.06888888888888889],[1],[0],[0],[0.5001795000002858],['deck_B'],362.133884,362.1434193,365.1276217,365.1516202,swara,1,2024-04-09_08h26.10.966,IOWA_Gambling_Task_incase,2023.2.2,None,2024-04-09 08h26.22.322222 +0530
0,0,0,0,9,0,9,0,0,4,4,8,365.1516202,,,,,,,,,,,,,,,,,,,365.1280611,365.1516202,365.1516202,365.1516202,365.1516202,365.1516202,365.1516202,365.1516202,365.1516202,365.1516202,-0.000602792,365.6667366,sufficient_time,100,0,1300,[-0.5233333333333333],[0.04777777777777778],[1],[0],[0],[0.5328326659996492],['deck_A'],365.6672348,365.6765864,368.6611682,368.6807201,swara,1,2024-04-09_08h26.10.966,IOWA_Gambling_Task_incase,2023.2.2,None,2024-04-09 08h26.22.322222 +0530
250,1250,50,250,9,0,9,0,0,5,5,0,368.6807201,,,,,,,,,,,,,,,,,,,368.6615883,368.6807201,368.6807201,368.6807201,368.6807201,368.6807201,368.6807201,368.6807201,368.6807201,368.6807201,0.01364525,369.0334772,sufficient_time,100,1250,150,[-0.20666666666666667],[0.04],[1],[0],[0],[0.3521902079996835],['deck_B'],369.0339794,369.0432599,372.0278751,372.0473702,swara,1,2024-04-09_08h26.10.966,IOWA_Gambling_Task_incase,2023.2.2,None,2024-04-09 08h26.22.322222 +0530
250,0,50,0,9,0,9,0,0,6,6,1,372.0473702,,,,,,,,,,,,,,,,,,,372.0282787,372.0473702,372.0473702,372.0473702,372.0473702,372.0473702,372.0473702,372.0473702,372.0473702,372.0473702,0.013570417,373.4170094,sufficient_time,100,250,0,[-0.6144444444444445],[0.04555555555555556],[1],[0],[0],[1.369040957999914],['deck_A'],373.4175641,373.4266471,376.4114055,376.4308149,swara,1,2024-04-09_08h26.10.966,IOWA_Gambling_Task_incase,2023.2.2,None,2024-04-09 08h26.22.322222 +0530
0,0,0,0,9,0,9,0,0,7,7,7,376.4308149,,,,,,,,,,,,,,,,,,,376.4118387,376.4308149,376.4308149,376.4308149,376.4308149,376.4308149,376.4308149,376.4308149,376.4308149,376.4308149,0.013423708,376.8561212,sufficient_time,50,0,50,[0.3022222222222222],[0.09888888888888889],[1],[0],[0],[0.4244050829997832],['deck_C'],376.8566214,376.8646639,379.8508029,379.8710873,swara,1,2024-04-09_08h26.10.966,IOWA_Gambling_Task_incase,2023.2.2,None,2024-04-09 08h26.22.322222 +0530
0,0,0,0,9,0,9,0,0,8,8,9,379.8710873,,,,,,,,,,,,,,,,,,,379.8512205,379.8710873,379.8710873,379.8710873,379.8710873,379.8710873,379.8710873,379.8710873,379.8710873,379.8710873,-0.000865583,380.3559718,sufficient_time,50,0,100,[0.3022222222222222],[0.09888888888888889],[1],[0],[0],[0.4995498329999464],['deck_C'],380.3564753,380.37698,383.3619635,,swara,1,2024-04-09_08h26.10.966,IOWA_Gambling_Task_incase,2023.2.2,None,2024-04-09 08h26.22.322222 +0530
250,0,50,0,9,0,9,0,0,9,9,2,383.3834676,,,,,,,,,,,,,,,,,,,383.3623879,383.3834676,383.3834676,383.3834676,383.3834676,383.3834676,383.3834676,383.3834676,383.3834676,383.3834676,0.0104415,384.0228944,sufficient_time,50,0,150,[0.5244444444444445],[0.15888888888888889],[1],[0],[0],[0.655323457999657],['deck_D'],384.0233895,384.0313789,387.017767,387.0276502,swara,1,2024-04-09_08h26.10.966,IOWA_Gambling_Task_incase,2023.2.2,None,2024-04-09 08h26.22.322222 +0530
,,,,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,swara,1,2024-04-09_08h26.10.966,IOWA_Gambling_Task_incase,2023.2.2,None,2024-04-09 08h26.22.322222 +0530